id_locomotiva,timestamp_leitura,velocidade_atual_kmh,posicao_acelerador_notch,peso_total_toneladas,inclinacao_terreno_graus,target_consumo_litros_hr
LOC_LOG_9012,2024-05-30 19:27:00,54.3,6,12000,0.66,310.6
LOC_LOG_9010,2024-05-30 20:34:00,73.2,4,8000,0.87,264.93
LOC_LOG_9005,2024-05-30 20:58:00,29.8,8,22000,0.9,475.21
LOC_LOG_9018,2024-05-30 23:55:00,29.1,6,8000,0.7,285.2
LOC_LOG_9014,2024-05-30 23:57:00,56.3,4,12000,-1.41,195.61
LOC_LOG_9001,2024-05-31 00:30:00,45.1,5,8000,-1.71,249.3
LOC_LOG_9009,2024-05-31 01:21:00,20.4,8,15000,1.57,477.27
LOC_LOG_9017,2024-05-31 01:42:00,19.2,4,8000,0.08,187.93
LOC_LOG_9014,2024-05-31 01:51:00,36.6,7,8000,-0.12,297.66
LOC_LOG_9007,2024-05-31 03:54:00,46.8,6,22000,2.35,475.87
LOC_LOG_9005,2024-05-31 04:00:00,24.9,7,18000,0.55,402.7
LOC_LOG_9013,2024-05-31 04:17:00,40.8,7,18000,-1.62,355.18
LOC_LOG_9003,2024-05-31 04:30:00,24.2,2,22000,0.81,241.88
LOC_LOG_9005,2024-05-31 04:43:00,58.4,0,8000,1.56,146.93
LOC_LOG_9007,2024-05-31 05:31:00,6.1,1,15000,-1.86,133.04
LOC_LOG_9016,2024-05-31 07:49:00,65.0,0,12000,-0.12,66.74
LOC_LOG_9009,2024-05-31 07:55:00,39.1,1,18000,-0.49,156.21
LOC_LOG_9000,2024-05-31 08:38:00,19.7,2,18000,-1.95,161.7
LOC_LOG_9007,2024-05-31 09:52:00,19.6,8,8000,1.23,380.88
LOC_LOG_9002,2024-05-31 10:04:00,54.7,1,8000,-2.12,82.8
LOC_LOG_9010,2024-05-31 10:12:00,6.2,6,22000,-1.54,327.88
LOC_LOG_9006,2024-05-31 12:49:00,14.6,3,22000,1.25,300.18
LOC_LOG_9015,2024-05-31 13:16:00,71.8,0,15000,2.01,214.67
LOC_LOG_9012,2024-05-31 14:02:00,74.9,6,18000,-2.41,310.35
LOC_LOG_9006,2024-05-31 14:57:00,17.9,6,18000,2.32,452.39
LOC_LOG_9003,2024-05-31 18:27:00,25.5,7,22000,1.64,475.76
LOC_LOG_9017,2024-05-31 18:36:00,50.3,0,15000,1.89,213.15
LOC_LOG_9014,2024-05-31 18:41:00,23.6,8,15000,-0.57,364.64
LOC_LOG_9015,2024-05-31 20:13:00,70.5,3,15000,1.29,268.42
LOC_LOG_9004,2024-05-31 20:16:00,43.9,4,15000,-2.17,235.49
LOC_LOG_9019,2024-05-31 21:01:00,61.9,5,22000,0.54,331.05
LOC_LOG_9010,2024-05-31 21:12:00,43.7,2,8000,0.24,127.55
LOC_LOG_9015,2024-05-31 21:48:00,25.6,2,12000,0.85,198.62
LOC_LOG_9009,2024-05-31 22:21:00,10.1,4,18000,0.15,268.48
LOC_LOG_9001,2024-05-31 22:24:00,37.2,5,22000,0.21,327.84
LOC_LOG_9007,2024-05-31 23:21:00,20.3,7,15000,1.63,467.93
LOC_LOG_9005,2024-05-31 23:23:00,34.7,3,22000,-0.16,224.54
LOC_LOG_9007,2024-06-01 01:22:00,23.7,3,15000,0.31,223.76
LOC_LOG_9004,2024-06-01 02:24:00,30.8,1,12000,2.08,215.71
LOC_LOG_9006,2024-06-01 04:34:00,51.3,4,12000,-1.45,211.23
LOC_LOG_9010,2024-06-01 06:24:00,33.4,3,8000,1.77,260.37
LOC_LOG_9003,2024-06-01 07:32:00,26.0,7,22000,-0.67,396.13
LOC_LOG_9015,2024-06-01 07:38:00,37.1,6,18000,-2.38,318.48
LOC_LOG_9009,2024-06-01 10:59:00,11.3,7,12000,-1.62,284.64
LOC_LOG_9013,2024-06-01 12:02:00,15.4,0,8000,1.23,110.6
LOC_LOG_9018,2024-06-01 13:20:00,6.6,4,15000,-1.73,222.48
LOC_LOG_9007,2024-06-01 13:45:00,45.8,6,18000,-0.29,309.14
LOC_LOG_9005,2024-06-01 13:55:00,61.1,8,18000,0.94,450.38
LOC_LOG_9005,2024-06-01 15:26:00,14.4,0,22000,-0.16,147.47
LOC_LOG_9017,2024-06-01 16:43:00,15.0,8,12000,1.37,419.51
LOC_LOG_9004,2024-06-01 17:47:00,4.9,8,22000,-2.04,409.71
LOC_LOG_9010,2024-06-01 19:55:00,26.1,2,8000,-0.16,119.36
LOC_LOG_9011,2024-06-01 21:51:00,57.0,6,12000,-1.62,285.43
LOC_LOG_9000,2024-06-01 21:54:00,66.4,8,12000,-0.72,361.28
LOC_LOG_9008,2024-06-01 22:29:00,5.6,5,12000,-2.05,226.98
LOC_LOG_9015,2024-06-01 22:32:00,75.7,7,22000,-1.78,380.08
LOC_LOG_9010,2024-06-02 00:14:00,51.8,4,12000,-2.28,211.24
LOC_LOG_9011,2024-06-02 01:22:00,43.5,3,12000,-0.14,169.92
LOC_LOG_9001,2024-06-02 01:29:00,77.4,6,22000,-2.17,315.04
LOC_LOG_9001,2024-06-02 02:54:00,14.9,4,18000,0.6,283.13
LOC_LOG_9006,2024-06-02 04:16:00,75.8,8,8000,-0.79,331.38
LOC_LOG_9002,2024-06-02 05:50:00,63.4,4,12000,0.88,269.21
LOC_LOG_9011,2024-06-02 06:31:00,58.9,4,8000,0.06,206.43
LOC_LOG_9013,2024-06-02 07:08:00,45.6,8,12000,-2.23,368.94
LOC_LOG_9008,2024-06-02 09:31:00,8.6,3,18000,2.18,329.57
LOC_LOG_9010,2024-06-02 10:28:00,23.4,0,12000,-0.67,75.77
LOC_LOG_9005,2024-06-02 10:43:00,49.1,6,8000,1.84,343.37
LOC_LOG_9012,2024-06-02 11:15:00,69.6,4,22000,0.29,275.07
LOC_LOG_9013,2024-06-02 12:28:00,36.0,8,8000,0.96,389.49
LOC_LOG_9002,2024-06-02 13:30:00,9.6,2,8000,-2.16,124.26
LOC_LOG_9015,2024-06-02 14:29:00,33.5,1,15000,-2.41,156.45
LOC_LOG_9016,2024-06-02 15:46:00,34.6,6,15000,0.84,330.42
LOC_LOG_9003,2024-06-02 19:54:00,46.5,4,22000,0.11,284.6
LOC_LOG_9010,2024-06-02 20:56:00,26.3,1,8000,-1.81,73.7
LOC_LOG_9000,2024-06-02 21:05:00,41.4,4,12000,-1.91,199.12
LOC_LOG_9014,2024-06-02 21:11:00,11.1,4,12000,1.67,312.42
LOC_LOG_9011,2024-06-02 22:07:00,25.7,7,22000,-0.12,374.67
LOC_LOG_9017,2024-06-02 22:46:00,54.5,5,8000,-0.41,235.33
LOC_LOG_9014,2024-06-02 23:12:00,51.8,2,15000,-1.86,172.86
LOC_LOG_9018,2024-06-03 00:17:00,79.2,4,8000,-2.37,207.79
LOC_LOG_9016,2024-06-03 00:32:00,5.3,8,22000,2.49,573.81
LOC_LOG_9016,2024-06-03 00:50:00,75.1,7,15000,-1.12,352.05
LOC_LOG_9002,2024-06-03 01:26:00,5.8,8,12000,2.27,469.63
LOC_LOG_9018,2024-06-03 02:26:00,57.9,6,15000,-2.45,280.72
LOC_LOG_9004,2024-06-03 02:34:00,15.5,2,12000,-0.42,159.21
LOC_LOG_9004,2024-06-03 04:54:00,53.7,4,22000,-0.55,275.41
LOC_LOG_9014,2024-06-03 05:10:00,69.7,5,8000,1.33,304.95
LOC_LOG_9001,2024-06-03 05:21:00,27.6,1,15000,1.31,209.22
LOC_LOG_9015,2024-06-03 05:54:00,18.5,6,18000,-1.62,310.52
LOC_LOG_9011,2024-06-03 07:58:00,76.8,0,18000,-0.6,96.18
LOC_LOG_9003,2024-06-03 07:58:00,33.3,8,8000,1.22,395.98
LOC_LOG_9019,2024-06-03 08:05:00,61.8,5,15000,-1.65,246.24
LOC_LOG_9004,2024-06-03 08:07:00,30.7,8,8000,-0.34,327.54
LOC_LOG_9005,2024-06-03 08:33:00,21.0,8,22000,-2.27,421.5
LOC_LOG_9007,2024-06-03 08:53:00,43.2,2,22000,1.76,308.56
LOC_LOG_9013,2024-06-03 11:39:00,3.2,7,22000,2.07,497.22
LOC_LOG_9004,2024-06-03 11:53:00,6.9,7,8000,1.97,404.22
LOC_LOG_9012,2024-06-03 13:21:00,66.2,4,8000,0.99,243.55
LOC_LOG_9000,2024-06-03 14:07:00,16.9,5,8000,2.29,370.75
LOC_LOG_9007,2024-06-03 14:49:00,54.1,3,15000,-0.87,189.42
LOC_LOG_9013,2024-06-03 15:18:00,53.6,3,15000,1.97,307.23
LOC_LOG_9000,2024-06-03 15:51:00,72.3,6,18000,-0.76,336.03
LOC_LOG_9011,2024-06-03 18:10:00,41.7,1,22000,2.38,318.42
LOC_LOG_9009,2024-06-03 18:59:00,56.3,1,22000,-1.44,183.42
LOC_LOG_9012,2024-06-03 21:00:00,12.8,0,12000,-1.7,81.48
LOC_LOG_9011,2024-06-03 23:10:00,25.1,4,12000,-2.08,215.41
LOC_LOG_9002,2024-06-03 23:34:00,43.9,2,8000,0.96,161.3
LOC_LOG_9019,2024-06-04 00:33:00,58.9,1,15000,0.23,123.08
LOC_LOG_9015,2024-06-04 01:52:00,19.7,7,12000,-0.15,281.11
LOC_LOG_9005,2024-06-04 03:00:00,26.6,6,18000,1.0,385.15
LOC_LOG_9012,2024-06-04 03:07:00,41.9,5,12000,-2.1,247.93
LOC_LOG_9001,2024-06-04 03:31:00,40.8,4,15000,0.01,205.59
LOC_LOG_9018,2024-06-04 03:32:00,34.3,0,22000,-1.12,153.38
LOC_LOG_9010,2024-06-04 03:56:00,2.2,8,18000,-1.39,403.26
LOC_LOG_9009,2024-06-04 04:31:00,4.0,3,15000,1.87,314.09
LOC_LOG_9008,2024-06-04 04:33:00,20.0,1,8000,0.62,134.74
LOC_LOG_9004,2024-06-04 04:39:00,59.3,4,8000,0.88,262.99
LOC_LOG_9003,2024-06-04 05:54:00,7.3,8,12000,1.89,458.05
LOC_LOG_9017,2024-06-04 06:57:00,28.5,7,8000,0.46,325.19
LOC_LOG_9012,2024-06-04 07:40:00,15.3,1,8000,-1.13,77.1
LOC_LOG_9012,2024-06-04 08:16:00,13.7,7,8000,-1.14,297.17
LOC_LOG_9017,2024-06-04 08:18:00,77.2,5,8000,-0.79,234.42
LOC_LOG_9006,2024-06-04 08:55:00,27.5,1,12000,0.1,125.15
LOC_LOG_9010,2024-06-04 09:01:00,49.8,6,18000,-1.74,313.4
LOC_LOG_9014,2024-06-04 12:44:00,27.9,7,12000,-0.23,325.95
LOC_LOG_9012,2024-06-04 13:48:00,22.9,7,22000,-0.34,363.6
LOC_LOG_9007,2024-06-04 17:31:00,27.2,5,8000,1.12,287.96
LOC_LOG_9006,2024-06-04 18:41:00,63.5,5,8000,2.2,371.72
LOC_LOG_9019,2024-06-04 20:01:00,30.5,8,18000,1.09,453.64
LOC_LOG_9009,2024-06-04 20:17:00,26.3,3,12000,1.1,218.03
LOC_LOG_9013,2024-06-04 20:32:00,54.4,8,18000,1.99,526.59
LOC_LOG_9019,2024-06-04 20:33:00,61.2,6,18000,-1.71,306.02
LOC_LOG_9013,2024-06-04 21:04:00,15.0,3,12000,-0.26,157.17
LOC_LOG_9013,2024-06-04 21:16:00,21.5,6,12000,-1.51,285.44
LOC_LOG_9015,2024-06-04 22:44:00,15.5,1,15000,2.37,278.18
LOC_LOG_9004,2024-06-04 23:28:00,11.6,2,12000,-0.29,177.02
LOC_LOG_9019,2024-06-04 23:32:00,3.2,5,22000,-1.13,285.48
LOC_LOG_9004,2024-06-04 23:55:00,10.9,0,15000,-1.25,106.87
LOC_LOG_9003,2024-06-05 00:18:00,31.5,3,8000,-0.99,162.35
LOC_LOG_9003,2024-06-05 04:10:00,55.2,8,15000,-0.46,364.78
LOC_LOG_9014,2024-06-05 04:19:00,7.2,0,18000,2.24,232.54
LOC_LOG_9016,2024-06-05 04:20:00,59.2,7,12000,0.53,328.93
LOC_LOG_9006,2024-06-05 09:04:00,34.4,0,12000,1.88,185.32
LOC_LOG_9019,2024-06-05 10:21:00,39.7,4,15000,2.15,375.16
LOC_LOG_9006,2024-06-05 10:50:00,65.0,2,18000,1.84,284.48
LOC_LOG_9010,2024-06-05 11:09:00,68.5,4,12000,-1.66,193.67
LOC_LOG_9000,2024-06-05 11:51:00,57.3,8,15000,0.85,430.81
LOC_LOG_9010,2024-06-05 12:07:00,7.8,6,18000,0.24,348.25
LOC_LOG_9010,2024-06-05 13:09:00,31.7,3,22000,-1.56,258.74
LOC_LOG_9014,2024-06-05 13:14:00,3.5,3,8000,-1.67,171.4
LOC_LOG_9019,2024-06-05 14:41:00,69.5,6,8000,-1.04,271.96
LOC_LOG_9000,2024-06-05 15:04:00,61.8,1,18000,1.52,220.76
LOC_LOG_9012,2024-06-05 15:08:00,45.4,2,18000,1.48,253.87
LOC_LOG_9016,2024-06-05 15:53:00,63.9,7,22000,2.23,503.75
LOC_LOG_9016,2024-06-05 16:19:00,21.5,5,8000,-0.66,251.37
LOC_LOG_9017,2024-06-05 16:29:00,77.7,5,22000,0.31,313.81
LOC_LOG_9017,2024-06-05 16:48:00,6.0,0,8000,2.43,189.18
LOC_LOG_9012,2024-06-05 16:57:00,74.1,6,15000,-1.36,285.0
LOC_LOG_9013,2024-06-05 18:22:00,36.7,1,18000,0.47,181.07
LOC_LOG_9004,2024-06-05 18:34:00,33.3,1,18000,-0.73,132.73
LOC_LOG_9003,2024-06-05 18:50:00,14.7,4,8000,-1.97,191.88
LOC_LOG_9010,2024-06-05 19:51:00,63.2,8,8000,-0.05,330.13
LOC_LOG_9000,2024-06-05 20:37:00,32.4,8,15000,0.9,445.41
LOC_LOG_9012,2024-06-05 21:06:00,60.9,0,18000,0.63,148.16
LOC_LOG_9017,2024-06-05 21:15:00,6.7,2,8000,-1.59,106.24
LOC_LOG_9011,2024-06-05 22:44:00,76.1,0,15000,0.51,121.19
LOC_LOG_9015,2024-06-05 22:52:00,42.7,6,8000,1.62,333.1
LOC_LOG_9010,2024-06-05 23:51:00,11.8,2,8000,-0.79,111.31
LOC_LOG_9000,2024-06-06 00:39:00,48.9,2,18000,0.89,241.83
LOC_LOG_9010,2024-06-06 01:20:00,67.2,0,22000,-0.7,135.79
LOC_LOG_9008,2024-06-06 02:52:00,73.8,4,22000,-1.74,255.61
LOC_LOG_9014,2024-06-06 03:14:00,42.6,3,18000,2.03,359.49
LOC_LOG_9018,2024-06-06 04:18:00,24.4,8,8000,-0.7,318.99
LOC_LOG_9016,2024-06-06 04:25:00,39.3,3,12000,0.91,256.08
LOC_LOG_9017,2024-06-06 09:01:00,34.1,1,15000,0.53,156.41
LOC_LOG_9014,2024-06-06 10:47:00,6.0,6,15000,2.22,411.87
LOC_LOG_9018,2024-06-06 12:58:00,11.6,4,22000,-0.92,280.25
LOC_LOG_9001,2024-06-06 13:31:00,59.9,5,8000,-0.91,224.83
LOC_LOG_9018,2024-06-06 14:58:00,2.3,0,15000,0.95,134.21
LOC_LOG_9002,2024-06-06 15:24:00,12.6,2,8000,0.95,201.14
LOC_LOG_9008,2024-06-06 17:33:00,10.9,1,18000,-1.36,140.96
LOC_LOG_9007,2024-06-06 17:43:00,12.5,1,18000,-1.72,161.28
LOC_LOG_9013,2024-06-06 18:01:00,6.2,0,12000,2.22,231.63
LOC_LOG_9006,2024-06-06 19:25:00,50.8,5,8000,-0.98,219.76
LOC_LOG_9018,2024-06-06 19:42:00,14.2,1,8000,-2.36,77.51
LOC_LOG_9017,2024-06-06 19:46:00,34.2,3,18000,-1.86,209.67
LOC_LOG_9008,2024-06-06 20:11:00,57.1,2,12000,-1.5,161.71
LOC_LOG_9015,2024-06-06 21:18:00,20.1,7,12000,-1.9,315.36
LOC_LOG_9014,2024-06-06 23:43:00,28.8,8,12000,-0.35,330.92
LOC_LOG_9003,2024-06-06 23:53:00,5.8,7,18000,1.68,438.81
LOC_LOG_9019,2024-06-07 00:30:00,70.9,8,12000,2.17,484.9
LOC_LOG_9004,2024-06-07 01:28:00,74.8,2,15000,-0.98,161.34
LOC_LOG_9013,2024-06-07 01:51:00,52.6,4,18000,1.62,348.18
LOC_LOG_9018,2024-06-07 03:42:00,33.5,4,18000,-0.71,265.97
LOC_LOG_9003,2024-06-07 03:51:00,9.1,5,15000,-1.04,255.66
LOC_LOG_9018,2024-06-07 03:53:00,20.6,0,15000,-1.37,87.43
LOC_LOG_9019,2024-06-07 04:03:00,34.5,7,12000,-0.6,318.68
LOC_LOG_9008,2024-06-07 04:57:00,31.8,7,12000,2.27,455.62
LOC_LOG_9010,2024-06-07 07:46:00,62.0,1,18000,-0.23,111.19
LOC_LOG_9003,2024-06-07 08:09:00,78.2,3,22000,-1.29,248.52
LOC_LOG_9003,2024-06-07 08:43:00,18.4,4,22000,0.08,265.78
LOC_LOG_9018,2024-06-07 10:24:00,4.6,8,15000,1.78,477.42
LOC_LOG_9012,2024-06-07 10:27:00,42.3,1,12000,2.14,226.61
LOC_LOG_9016,2024-06-07 10:48:00,59.2,6,8000,-1.59,259.42
LOC_LOG_9002,2024-06-07 10:57:00,58.0,0,18000,1.97,221.47
LOC_LOG_9014,2024-06-07 11:27:00,21.1,6,12000,-2.44,271.79
LOC_LOG_9005,2024-06-07 12:30:00,12.5,8,18000,1.45,486.08
LOC_LOG_9019,2024-06-07 12:45:00,47.2,6,22000,-1.16,325.1
LOC_LOG_9003,2024-06-07 12:53:00,13.0,3,15000,1.98,312.36
LOC_LOG_9015,2024-06-07 16:25:00,26.8,4,15000,1.33,314.49
LOC_LOG_9012,2024-06-07 17:53:00,15.3,4,22000,-2.19,254.06
LOC_LOG_9012,2024-06-07 18:19:00,44.3,3,12000,1.15,255.91
LOC_LOG_9012,2024-06-07 18:33:00,32.7,0,18000,-1.63,118.39
LOC_LOG_9010,2024-06-07 19:45:00,16.1,5,15000,-2.1,261.72
LOC_LOG_9017,2024-06-07 20:30:00,42.2,1,8000,2.0,211.44
LOC_LOG_9003,2024-06-07 20:58:00,8.1,0,22000,-1.74,138.76
LOC_LOG_9009,2024-06-07 21:02:00,18.8,2,12000,-0.03,147.05
LOC_LOG_9016,2024-06-07 22:32:00,22.2,5,22000,-0.12,278.88
LOC_LOG_9019,2024-06-07 22:47:00,41.9,1,22000,-1.93,180.78
LOC_LOG_9004,2024-06-07 23:32:00,76.7,5,15000,-0.32,262.59
LOC_LOG_9000,2024-06-07 23:46:00,38.8,2,15000,-0.17,161.6
LOC_LOG_9014,2024-06-08 00:08:00,64.7,0,18000,0.03,122.23
LOC_LOG_9001,2024-06-08 00:28:00,37.9,6,22000,1.65,437.91
LOC_LOG_9011,2024-06-08 00:50:00,63.8,6,8000,0.79,315.25
LOC_LOG_9015,2024-06-08 03:04:00,36.4,5,22000,0.08,315.96
LOC_LOG_9015,2024-06-08 05:14:00,44.1,0,15000,-1.13,88.93
LOC_LOG_9017,2024-06-08 05:54:00,68.0,8,12000,-1.49,354.22
LOC_LOG_9004,2024-06-08 06:54:00,16.6,3,22000,0.34,269.03
LOC_LOG_9007,2024-06-08 07:06:00,48.2,4,18000,0.4,270.26
LOC_LOG_9016,2024-06-08 07:15:00,42.8,4,22000,0.48,285.23
LOC_LOG_9017,2024-06-08 10:25:00,12.0,3,12000,-0.28,185.95
LOC_LOG_9006,2024-06-08 11:19:00,42.4,6,12000,-0.76,302.01
LOC_LOG_9008,2024-06-08 11:47:00,26.8,8,22000,-1.61,430.36
LOC_LOG_9009,2024-06-08 12:25:00,39.5,2,22000,1.64,293.11
LOC_LOG_9017,2024-06-08 13:18:00,53.1,5,22000,2.18,427.5
LOC_LOG_9009,2024-06-08 14:32:00,67.2,0,8000,-0.58,70.62
LOC_LOG_9013,2024-06-08 14:37:00,65.6,1,12000,-0.7,130.52
LOC_LOG_9015,2024-06-08 15:53:00,23.2,3,15000,-1.31,189.92
LOC_LOG_9002,2024-06-08 16:32:00,34.5,3,15000,0.67,240.09
LOC_LOG_9009,2024-06-08 17:45:00,8.5,6,8000,-0.73,249.49
LOC_LOG_9019,2024-06-08 18:51:00,70.4,7,8000,0.4,334.89
LOC_LOG_9010,2024-06-08 19:32:00,73.4,7,18000,-0.47,365.7
LOC_LOG_9004,2024-06-08 19:51:00,13.9,8,22000,0.97,470.54
LOC_LOG_9004,2024-06-08 20:48:00,52.2,8,22000,-1.89,405.48
LOC_LOG_9008,2024-06-08 21:15:00,12.7,6,12000,0.94,335.92
LOC_LOG_9014,2024-06-08 21:25:00,49.8,2,15000,-2.45,159.52
LOC_LOG_9013,2024-06-08 21:44:00,56.6,1,8000,-2.34,81.64
LOC_LOG_9008,2024-06-08 22:07:00,13.9,1,15000,-0.6,119.6
LOC_LOG_9011,2024-06-08 23:11:00,41.8,4,12000,-0.36,213.04
LOC_LOG_9015,2024-06-09 00:44:00,71.4,4,18000,2.28,376.77
LOC_LOG_9000,2024-06-09 01:05:00,42.5,8,18000,1.53,457.77
LOC_LOG_9008,2024-06-09 02:18:00,30.3,2,15000,2.05,266.8
LOC_LOG_9017,2024-06-09 02:21:00,64.9,5,12000,-1.42,221.99
LOC_LOG_9010,2024-06-09 02:27:00,45.3,6,8000,1.32,338.7
LOC_LOG_9013,2024-06-09 05:19:00,30.3,1,18000,-0.99,148.48
LOC_LOG_9010,2024-06-09 05:21:00,11.8,6,18000,2.42,458.54
LOC_LOG_9017,2024-06-09 05:22:00,37.9,5,18000,1.08,337.63
LOC_LOG_9007,2024-06-09 05:31:00,13.8,5,22000,1.1,391.69
LOC_LOG_9002,2024-06-09 05:46:00,40.3,5,15000,2.13,400.38
LOC_LOG_9019,2024-06-09 08:28:00,9.7,5,8000,2.43,358.92
LOC_LOG_9001,2024-06-09 09:50:00,12.7,0,22000,0.98,184.69
LOC_LOG_9008,2024-06-09 10:16:00,63.1,1,12000,1.04,176.99
LOC_LOG_9017,2024-06-09 11:56:00,17.1,0,15000,2.36,235.62
LOC_LOG_9018,2024-06-09 11:58:00,53.0,5,22000,-0.64,291.1
LOC_LOG_9018,2024-06-09 12:00:00,34.7,3,18000,2.49,356.5
LOC_LOG_9015,2024-06-09 12:30:00,54.2,6,15000,1.69,406.44
LOC_LOG_9006,2024-06-09 12:40:00,35.2,7,18000,1.36,463.71
LOC_LOG_9008,2024-06-09 13:14:00,7.3,2,15000,0.07,155.72
LOC_LOG_9008,2024-06-09 13:16:00,70.3,6,22000,1.27,424.19
LOC_LOG_9019,2024-06-09 13:36:00,3.3,6,18000,-0.92,333.72
LOC_LOG_9004,2024-06-09 14:09:00,31.8,4,12000,-0.99,229.88
LOC_LOG_9000,2024-06-09 14:44:00,34.5,3,18000,0.7,237.63
LOC_LOG_9011,2024-06-09 15:11:00,3.9,3,18000,-0.29,190.97
LOC_LOG_9004,2024-06-09 15:30:00,41.0,4,15000,0.9,279.62
LOC_LOG_9007,2024-06-09 16:08:00,39.0,6,18000,2.14,456.93
LOC_LOG_9004,2024-06-09 16:40:00,69.6,2,12000,-1.81,140.28
LOC_LOG_9008,2024-06-09 19:16:00,43.4,0,8000,-2.04,61.97
LOC_LOG_9001,2024-06-09 23:12:00,15.7,2,12000,1.29,213.14
LOC_LOG_9015,2024-06-10 00:43:00,74.4,1,12000,-0.58,118.57
LOC_LOG_9007,2024-06-10 04:08:00,14.9,2,15000,0.05,175.7
LOC_LOG_9002,2024-06-10 09:08:00,18.1,5,8000,-1.85,225.58
LOC_LOG_9009,2024-06-10 09:35:00,26.6,8,12000,0.62,390.87
LOC_LOG_9012,2024-06-10 11:33:00,48.7,6,8000,-0.56,276.91
LOC_LOG_9015,2024-06-10 12:06:00,68.0,0,22000,-1.52,119.82
LOC_LOG_9007,2024-06-10 12:29:00,73.2,8,12000,-2.33,339.03
LOC_LOG_9013,2024-06-10 12:35:00,51.7,1,12000,2.35,232.72
LOC_LOG_9006,2024-06-10 13:53:00,38.4,8,22000,-0.66,409.27
LOC_LOG_9013,2024-06-10 15:37:00,36.3,2,15000,1.31,235.68
LOC_LOG_9010,2024-06-10 17:30:00,57.8,1,12000,1.58,217.38
LOC_LOG_9013,2024-06-10 17:57:00,6.8,2,18000,-1.9,178.01
LOC_LOG_9000,2024-06-10 19:18:00,33.6,7,8000,0.57,314.72
LOC_LOG_9015,2024-06-10 21:14:00,23.9,2,22000,2.2,312.78
LOC_LOG_9012,2024-06-10 22:36:00,63.7,5,12000,-1.14,259.37
LOC_LOG_9000,2024-06-11 01:51:00,32.3,8,22000,0.89,471.47
LOC_LOG_9012,2024-06-11 02:13:00,43.7,0,22000,-1.25,141.19
LOC_LOG_9019,2024-06-11 02:52:00,52.5,2,15000,-1.9,163.48
LOC_LOG_9019,2024-06-11 05:02:00,15.1,6,12000,-1.44,299.23
LOC_LOG_9012,2024-06-11 06:26:00,0.3,3,8000,2.5,310.05
LOC_LOG_9005,2024-06-11 06:44:00,77.7,7,12000,1.14,377.19
LOC_LOG_9007,2024-06-11 08:25:00,4.4,2,22000,1.68,296.53
LOC_LOG_9005,2024-06-11 08:42:00,43.3,2,12000,-2.41,130.99
LOC_LOG_9006,2024-06-11 08:47:00,5.3,7,8000,0.25,305.53
LOC_LOG_9002,2024-06-11 09:40:00,21.8,0,22000,-1.41,146.24
LOC_LOG_9019,2024-06-11 10:16:00,51.1,5,22000,-2.09,307.39
LOC_LOG_9010,2024-06-11 10:23:00,21.0,0,18000,-1.27,116.21
LOC_LOG_9000,2024-06-11 11:42:00,71.8,7,8000,0.09,291.55
LOC_LOG_9008,2024-06-11 13:02:00,5.4,6,18000,-1.53,316.03
LOC_LOG_9013,2024-06-11 13:37:00,49.2,5,15000,-0.09,273.67
LOC_LOG_9004,2024-06-11 14:05:00,75.1,4,22000,0.86,304.57
LOC_LOG_9004,2024-06-11 14:45:00,6.5,8,22000,-2.06,412.86
LOC_LOG_9003,2024-06-11 19:07:00,26.6,1,12000,0.97,173.36
LOC_LOG_9016,2024-06-11 21:36:00,58.6,0,18000,-2.29,97.84
LOC_LOG_9011,2024-06-11 21:56:00,30.9,5,18000,-1.44,277.37
LOC_LOG_9016,2024-06-11 21:59:00,29.4,4,8000,-2.16,184.34
LOC_LOG_9003,2024-06-11 23:04:00,2.3,7,8000,-1.28,291.76
LOC_LOG_9013,2024-06-12 00:25:00,36.4,6,15000,0.87,339.49
LOC_LOG_9004,2024-06-12 00:55:00,39.0,0,22000,2.21,258.05
LOC_LOG_9001,2024-06-12 01:59:00,44.7,5,18000,1.75,388.04
LOC_LOG_9018,2024-06-12 02:21:00,33.5,2,12000,-2.28,156.74
LOC_LOG_9002,2024-06-12 02:28:00,27.4,0,12000,-0.41,91.32
LOC_LOG_9005,2024-06-12 02:41:00,69.4,1,12000,0.85,149.85
LOC_LOG_9008,2024-06-12 04:04:00,34.5,2,22000,-1.63,202.4
LOC_LOG_9000,2024-06-12 04:55:00,78.8,7,12000,0.83,367.23
LOC_LOG_9009,2024-06-12 05:32:00,71.3,4,22000,1.52,358.42
LOC_LOG_9004,2024-06-12 07:13:00,62.7,1,15000,-0.84,144.25
LOC_LOG_9010,2024-06-12 08:54:00,57.9,5,22000,2.03,433.37
LOC_LOG_9011,2024-06-12 09:22:00,1.1,6,8000,-1.21,264.7
LOC_LOG_9016,2024-06-12 10:03:00,21.0,5,22000,-1.44,308.42
LOC_LOG_9010,2024-06-12 10:16:00,20.2,2,22000,-0.94,235.22
LOC_LOG_9010,2024-06-12 11:30:00,7.9,4,18000,2.4,400.58
LOC_LOG_9013,2024-06-12 11:42:00,53.1,7,22000,0.83,419.22
LOC_LOG_9004,2024-06-12 12:39:00,53.7,4,12000,-1.15,215.44
LOC_LOG_9009,2024-06-12 12:39:00,17.9,3,15000,-1.37,193.67
LOC_LOG_9009,2024-06-12 13:23:00,71.7,3,18000,2.28,349.02
LOC_LOG_9001,2024-06-12 13:42:00,31.1,1,15000,-1.9,120.4
